Binomial	Deviance	Feature	FeatureValue	Lift	Name	ReferenceCount	ReferenceFeatureCount	ReferenceRatio	TargetCount	TargetFeatureCount	TargetRatio
1.1102230246251565E-16	8.812461340704017	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	beursduivel.be#50-64#male	3.7388188138835248	investor-versus-bank	51187.0	1647.0	0.03217613847265907	2394.0	288.0	0.12030075187969924
0.9999999999352044	-4.561300360192555	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	immoweb.be#35-49#female	0.7105030607102587	investor-versus-bank	51187.0	8065.0	0.15755953660109012	2394.0	268.0	0.11194653299916457
0.4480697614259377	0.09265419068278102	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	zita.be#50-64#male	1.0100014552055663	investor-versus-bank	51187.0	4742.0	0.09264070955516049	2394.0	224.0	0.0935672514619883
0.9999999626769761	-3.403318012341891	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	goudengids.be#35-49#female	0.7175654359634495	investor-versus-bank	51187.0	6168.0	0.12049934553695274	2394.0	207.0	0.08646616541353383
0.29082242823943566	0.30798174642263365	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	immoweb.be#25-34#female	1.0427110854893942	investor-versus-bank	51187.0	3691.0	0.07210815246058569	2394.0	180.0	0.07518796992481203
0.4186578728586158	0.11743677934620694	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	sporza.be#35-49#male	1.0184733756127666	investor-versus-bank	51187.0	3254.0	0.06357082853068162	2394.0	155.0	0.06474519632414369
0.992027542392692	-1.2187575887446234	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	een.be#25-34#female	0.829550424330407	investor-versus-bank	51187.0	3660.0	0.07150252993924239	2394.0	142.0	0.059314954051796154
0.06298314683277283	0.6387377851966414	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	autogids.be#35-49#male	1.1614571407943728	investor-versus-bank	51187.0	2025.0	0.03956082599097427	2394.0	110.0	0.04594820384294068
0.07179750859968609	0.5870990276467404	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	showbizzsite.be#50-64#male	1.1616559329109934	investor-versus-bank	51187.0	1859.0	0.03631781507023268	2394.0	101.0	0.04218880534670008
0.07770104835078524	0.5714700593540102	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	sporza.be#25-34#male	1.1566782963479043	investor-versus-bank	51187.0	1867.0	0.03647410475315998	2394.0	101.0	0.04218880534670008
1.9196666586066103E-4	1.1555856122681785	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	immoweb.be#50-64#male	1.5286055472311997	investor-versus-bank	51187.0	1119.0	0.021861019399456894	2394.0	80.0	0.03341687552213868
7.54805470637986E-7	1.4647212518176875	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	goudengids.be#50-64#male	1.8167177202264921	investor-versus-bank	51187.0	918.0	0.017934241115908335	2394.0	78.0	0.03258145363408521
0.0028472173993218247	0.9111014458280879	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	autogids.be#50-64#male	1.3952249975220536	investor-versus-bank	51187.0	1180.0	0.0230527282317776	2394.0	77.0	0.03216374269005848
0.2306720692810931	0.26193618794741813	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	autoforum.be#50-64#male	1.0968766448877492	investor-versus-bank	51187.0	1384.0	0.027038115146423895	2394.0	71.0	0.029657477025898077
4.2734808688889243E-4	1.0172424764740042	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	autowereld.be#50-64#male	1.5334999041319144	investor-versus-bank	51187.0	976.0	0.019067341317131302	2394.0	70.0	0.029239766081871343
2.6015518206738904E-10	1.6533778817685196	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	immoweb.be#35-49#male	2.3454921086500033	investor-versus-bank	51187.0	629.0	0.012288276320159415	2394.0	69.0	0.02882205513784461
1.110319969516049E-16	2.14178314091635	api.HelperFunctions.QueryFunctions.domain_getter-no_subdomain=True#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=age-categories=['18-24', '25-34', '35-49', '50-64', '65+']#api.HelperFunctions.QueryFunctions.model_scores-field=cim_models-model_field=gender-categories=['male', 'female']	beursduivel.be#35-49#male	3.8926504916645173	investor-versus-bank	51187.0	379.0	0.007404223728681111	2394.0	69.0	0.02882205513784461
